UserID|QuestionID|CogLoad|Token|TokenLength|KeystrokeCount|StartTime|EndTime|VizKSTimes|RevisCount|POS
01|2|6|her|3|3|44.0|44.828|468.0,250.0,453.0|0|PRP$
01|2|6|boyfriend|9|9|45.157|46.578|188.0,172.0,328.0,171.0,172.0,141.0,125.0,94.0,140.0|0|NN
01|2|6|isnt|4|12|49.735|53.735|2922.0,156.0,1156.0,156.0,157.0,234.0,672.0,172.0|4|NN
01|2|6|ready|5|5|53.985|54.766|188.0,140.0,172.0,235.0,109.0|0|JJ
01|2|6|to|2|2|54.985|55.219|172.0,109.0|0|TO
01|2|6|commit|6|8|55.828|65.25|625.0,141.0,234.0,7438.0,531.0,156.0,188.0|1|VB
01|2|6|to|2|2|65.578|65.813|234.0,110.0|0|TO
01|2|6|her|3|3|66.235|66.688|360.0,187.0,94.0|0|PRP$
01|2|6|that|4|4|67.188|67.735|406.0,140.0,188.0,125.0|0|WDT
01|2|6|fully|5|5|68.016|68.75|188.0,172.0,219.0,125.0,109.0|0|RB
01|2|6|.|1|1|69.438|69.516|797.0|0|.
01|2|6|So|2|2|70.078|70.422|218.0,219.0|0|IN
01|2|6|she|3|3|70.782|71.157|329.0,109.0,156.0|0|PRP
01|2|6|gets|4|4|71.375|71.985|187.0,157.0,93.0,219.0|0|VBZ
01|2|6|upset|5|5|72.828|73.907|359.0,485.0,140.0,125.0,204.0|0|JJ
01|2|6|and|3|3|74.032|74.391|94.0,140.0,125.0|0|CC
01|2|6|thinks|6|6|82.407|83.11|7985.0,109.0,78.0,141.0,109.0,188.0|0|VBZ
01|2|6|that|4|4|83.282|83.688|110.0,109.0,62.0,157.0|0|IN
01|2|6|he|2|2|83.938|84.313|203.0,281.0|0|PRP
01|2|6|doesnt|6|6|84.672|85.453|250.0,141.0,156.0,125.0,156.0,94.0|0|VBD
01|2|6|love|4|4|85.86|86.516|172.0,234.0,188.0,140.0|0|NN
01|2|6|her|3|3|86.688|87.032|125.0,94.0,78.0|0|PRP$
01|2|6|so|2|2|87.375|87.625|156.0,110.0|0|IN
01|2|6|they|4|4|87.766|88.157|156.0,109.0,94.0,94.0|0|PRP
01|2|6|start|5|5|88.453|89.219|265.0,204.0,93.0,188.0,203.0|0|VBP
01|2|6|arguing|7|7|89.61|90.938|282.0,250.0,250.0,172.0,156.0,219.0,156.0|0|VBG
01|2|6|about|5|5|91.063|91.672|94.0,109.0,141.0,78.0,141.0|0|IN
01|2|6|everything|10|10|92.032|93.516|344.0,359.0,203.0,63.0,171.0,141.0,94.0,78.0,141.0,109.0|0|NN
01|2|6|.|1|1|97.516|97.61|641.0|0|.
01|2|6|So|2|2|101.141|101.438|156.0,156.0|0|IN
01|2|6|he|2|2|101.594|101.86|172.0,172.0|0|PRP
01|2|6|becomes|7|7|103.282|104.641|547.0,171.0,344.0,203.0,157.0,171.0,157.0|0|VBZ
01|2|6|distant|7|7|105.157|106.61|454.0,140.0,485.0,203.0,156.0,187.0,188.0|0|JJ
01|2|6|from|4|4|106.844|107.407|172.0,172.0,94.0,140.0|0|IN
01|2|6|her|3|3|107.61|107.985|188.0,125.0,78.0|0|PRP
01|2|6|and|3|3|108.11|108.5|110.0,125.0,125.0|0|CC
01|2|6|she|3|3|109.141|109.5|625.0,125.0,94.0|0|PRP
01|2|6|is|2|2|111.703|111.969|2078.0,125.0|0|VBZ
01|2|6|becoming|8|8|114.313|115.657|2297.0,187.0,250.0,141.0,156.0,203.0,110.0,218.0|0|VBG
01|2|6|very|4|4|116.047|117.766|344.0,188.0,1218.0,204.0|0|RB
01|2|6|depressed|9|13|118.172|121.203|172.0,172.0,188.0,625.0,204.0,15.0,531.0,344.0,203.0,141.0,172.0|2|JJ
01|2|6|because|7|7|121.516|122.891|266.0,406.0,281.0,157.0,140.0,125.0,94.0|0|IN
01|2|6|she|3|3|123.063|123.422|188.0,109.0,125.0|0|PRP
01|3|5|I|1|1|0.125|0.234|125.0|0|PRP
01|3|5|think|5|5|0.422|1.015|141.0,109.0,109.0,141.0,94.0|0|VBP
01|3|5|that|4|4|1.328|2.203|297.0,437.0,172.0,141.0|0|IN
01|3|5|Mary|4|4|6.609|7.312|156.0,156.0,360.0,109.0|0|NNP
01|3|5|is|2|2|7.5|7.734|172.0,125.0|0|VBZ
01|3|5|wealthier|9|9|17.094|18.469|9360.0,109.0,250.0,219.0,265.0,94.0,78.0,125.0,78.0|0|JJR
01|3|5|beacuse|7|7|18.953|20.609|203.0,703.0,125.0,188.0,265.0,110.0,93.0|0|NN
01|3|5|she|3|3|20.75|21.14|125.0,94.0,171.0|0|PRP
01|3|5|has|3|3|25.109|25.609|3984.0,125.0,266.0|0|VBZ
01|3|5|property|8|8|25.859|27.359|187.0,266.0,172.0,203.0,140.0,110.0,250.0,249.0|0|NN
01|3|5|in|2|2|28.125|28.453|172.0,172.0|0|IN
01|3|5|Aspen|5|5|29.062|30.015|140.0,297.0,172.0,188.0,156.0|0|NNP
01|3|5|.|1|1|33.594|33.656|3719.0|0|.
01|3|5|and|3|3|33.89|34.234|109.0,125.0,79.0|0|CC
01|3|5|she|3|3|37.672|38.172|3422.0,109.0,281.0|0|PRP
01|3|5|doesnt|6|6|39.969|40.781|1750.0,171.0,63.0,125.0,187.0,157.0|0|RB
01|3|5|have|4|4|41.437|42.015|500.0,141.0,187.0,110.0|0|VBP
01|3|5|to|2|2|42.078|42.359|63.0,125.0|0|TO
01|3|5|pay|3|3|44.625|45.047|2313.0,187.0,141.0|0|VB
01|3|5|for|3|3|45.281|45.625|203.0,156.0,94.0|0|IN
01|3|5|anybody|7|7|45.875|47.453|219.0,172.0,484.0,250.0,172.0,219.0,156.0|0|NN
01|3|5|else|4|4|47.734|48.297|203.0,172.0,110.0,124.0|0|RB
01|3|5|so|2|2|49.0|49.281|94.0,156.0|0|IN
01|3|5|she|3|3|49.734|50.094|390.0,110.0,109.0|0|PRP
01|3|5|can|3|3|50.453|50.875|375.0,141.0,171.0|0|MD
01|3|5|save|4|4|51.562|52.203|656.0,188.0,203.0,125.0|0|VB
01|3|5|her|3|3|52.312|52.64|125.0,94.0,94.0|0|PRP$
01|3|5|money|5|5|52.875|53.453|203.0,109.0,125.0,141.0,78.0|0|NN
01|3|5|for|3|3|54.187|54.547|718.0,125.0,110.0|0|IN
01|3|5|anything|8|14|55.047|58.781|172.0,1047.0,141.0,281.0,375.0,516.0,156.0,47.0,78.0,141.0,109.0|3|NN
01|3|5|that|4|4|58.922|59.328|110.0,78.0,125.0,62.0|0|IN
01|3|5|she|3|3|59.672|60.047|313.0,125.0,109.0|0|PRP
01|3|5|wants|5|5|60.89|61.656|828.0,172.0,157.0,109.0,219.0|0|VBZ
01|3|5|.|1|1|61.75|61.812|203.0|0|.
01|3|5|Robert|6|6|66.39|67.375|171.0,204.0,250.0,140.0,94.0,219.0|0|NNP
01|3|5|has|3|3|68.125|68.625|688.0,125.0,250.0|0|VBZ
01|3|5|3|1|1|69.234|69.344|515.0|0|CD
01|3|5|kids|4|4|70.5|71.125|1016.0,187.0,157.0,171.0|0|NNS
01|3|5|so|2|2|71.312|71.578|125.0,94.0|0|IN
01|3|5|he|2|2|74.953|75.203|484.0,156.0|0|PRP
01|3|5|has|3|3|77.781|78.265|734.0,141.0,203.0|0|VBZ
01|3|5|to|2|2|78.437|78.687|156.0,110.0|0|TO
01|3|5|spend|5|5|79.359|79.984|687.0,78.0,188.0,109.0,172.0|0|VB
01|3|5|a|1|1|80.312|80.422|218.0|0|DT
01|3|5|lot|3|3|80.906|81.359|141.0,203.0,156.0|0|NN
01|3|5|of|2|2|81.844|82.125|438.0,187.0|0|IN
01|3|5|his|3|3|82.265|82.719|156.0,125.0,204.0|0|PRP$
01|3|5|money|5|7|82.922|84.719|141.0,125.0,156.0,219.0,687.0,500.0|1|NN
01|3|5|on|2|2|84.922|85.25|188.0,187.0|0|IN
01|3|5|his|3|3|91.031|91.359|5734.0,94.0,140.0|0|PRP$
01|3|5|kids|4|4|91.922|92.562|547.0,172.0,156.0,172.0|0|NNS
01|3|5|.|1|1|93.656|93.734|1234.0|0|.
01|3|5|they|4|4|94.015|94.5|125.0,94.0,141.0,203.0|0|PRP
01|3|5|have|4|4|95.094|96.015|297.0,171.0,344.0,328.0|0|VBP
01|3|5|to|2|2|96.328|96.562|125.0,62.0|0|TO
01|3|5|go|2|2|97.0|97.203|453.0,78.0|0|VB
01|3|5|to|2|2|97.265|97.515|78.0,125.0|0|TO
01|3|5|school|6|6|97.703|98.984|219.0,500.0,156.0,156.0,172.0,157.0|0|NN
01|3|5|and|3|3|99.078|99.406|109.0,109.0,110.0|0|CC
01|3|5|need|4|4|99.672|100.249|250.0,125.0,156.0,172.0|0|VB
01|3|5|to|2|2|100.547|100.797|172.0,109.0|0|TO
01|3|5|eat|3|3|101.359|101.765|594.0,156.0,125.0|0|VB
01|3|5|all|3|3|103.562|104.0|1718.0,141.0,203.0|0|PDT
01|3|5|the|3|3|104.125|104.484|78.0,94.0,125.0|0|DT
01|3|5|time|4|4|104.703|105.234|281.0,125.0,156.0,125.0|0|NN
01|3|5|.|1|1|105.375|105.484|266.0|0|.
01|3|5|Robert|6|6|108.687|110.078|125.0,594.0,203.0,110.0,93.0,282.0|0|NNP
01|3|5|could|5|5|111.219|112.047|1032.0,218.0,157.0,218.0,141.0|0|MD
01|3|5|be|2|2|112.156|112.375|141.0,109.0|0|VB
01|3|5|the|3|3|112.484|112.812|125.0,78.0,110.0|0|DT
01|3|5|wealthier|9|9|113.937|116.484|468.0,485.0,484.0,750.0,234.0,79.0,78.0,187.0,110.0|0|JJR
01|3|5|of|2|2|116.765|118.297|156.0,1391.0|0|IN
01|3|5|the|3|3|118.515|118.859|125.0,94.0,156.0|0|DT
01|3|5|two|3|3|119.078|119.64|234.0,297.0,156.0|0|CD
01|3|5|since|5|5|119.828|120.875|125.0,109.0,172.0,485.0,171.0|0|IN
01|3|5|he|2|2|121.047|121.265|141.0,125.0|0|PRP
01|3|5|owns|4|4|121.562|122.344|187.0,328.0,235.0,125.0|0|VBZ
01|3|5|his|3|3|122.515|123.0|78.0,204.0,171.0|0|PRP$
01|3|5|own|3|3|123.234|124.625|187.0,1094.0,172.0|0|JJ
01|3|5|business|8|8|124.922|126.203|250.0,172.0,171.0,94.0,188.0,156.0,187.0,188.0|0|NN
01|3|5|but|3|5|128.015|128.937|171.0,94.0,438.0,109.0|1|CC
01|3|5|i|1|1|129.172|129.281|203.0|0|FW
01|3|5|think|5|5|129.656|130.203|266.0,63.0,93.0,141.0,109.0|0|VBP
01|3|5|th|2|2|130.437|130.656|203.0,78.0|0|DT
01|4|2|I|1|1|0.125|0.219|125.0|0|PRP
01|4|2|enjoy|5|5|1.219|2.328|891.0,156.0,250.0,265.0,375.0|0|VBP
01|4|2|visiting|8|8|2.937|4.125|453.0,141.0,141.0,109.0,297.0,140.0,110.0,125.0|0|VBG
01|4|2|my|2|2|9.922|10.234|5735.0,250.0|0|PRP$
01|4|2|dad|3|3|10.656|11.484|281.0,297.0,391.0|0|NN
01|4|2|.|1|1|12.234|12.281|890.0|0|.
01|4|2|He|2|2|12.703|12.953|141.0,125.0|0|PRP
01|4|2|isnt|4|4|13.265|13.797|281.0,141.0,141.0,125.0|0|VBD
01|4|2|really|6|6|14.937|15.625|1078.0,110.0,140.0,125.0,157.0,78.0|0|RB
01|4|2|part|4|6|15.89|17.281|218.0,157.0,531.0,141.0,219.0|1|NN
01|4|2|of|2|2|17.531|17.828|203.0,172.0|0|IN
01|4|2|my|2|2|18.156|18.484|297.0,219.0|0|PRP$
01|4|2|life|4|4|18.765|19.453|203.0,157.0,281.0,156.0|0|NN
01|4|2|but|3|3|19.687|20.125|218.0,141.0,187.0|0|CC
01|4|2|occassionally|13|13|21.531|23.609|1359.0,172.0,203.0,156.0,188.0,172.0,140.0,78.0,235.0,249.0,157.0,141.0,93.0|0|RB
01|4|2|i|1|1|23.828|23.953|172.0|0|FW
01|4|2|go|2|2|24.344|24.578|250.0,93.0|0|VB
01|4|2|to|2|2|24.734|24.969|140.0,110.0|0|TO
01|4|2|see|3|3|25.125|25.75|188.0,406.0,156.0|0|VB
01|4|2|him|3|3|26.187|26.64|265.0,94.0,188.0|0|PRP
01|4|2|at|2|2|26.765|27.0|140.0,141.0|0|IN
01|4|2|his|3|3|27.219|27.625|204.0,125.0,156.0|0|PRP$
01|4|2|house|5|5|27.875|28.594|235.0,140.0,79.0,203.0,109.0|0|NN
01|4|2|.|1|1|28.64|28.75|234.0|0|.
01|4|2|When|4|4|31.734|32.25|0.0,203.0,110.0,78.0|0|WRB
01|4|2|i|1|1|32.344|32.469|125.0|0|FW
01|4|2|was|3|3|32.687|33.172|203.0,141.0,203.0|0|VBD
01|4|2|younger|7|7|34.015|35.015|781.0,125.0,63.0,234.0,188.0,140.0,110.0|0|JJR
01|4|2|it|2|2|35.219|35.765|188.0,437.0|0|PRP
01|4|2|would|5|5|35.984|36.687|172.0,110.0,109.0,203.0,156.0|0|MD
01|4|2|be|2|2|37.078|37.359|375.0,187.0|0|VB
01|4|2|a|1|1|37.609|37.719|187.0|0|DT
01|4|2|little|6|6|37.984|38.781|156.0,110.0,156.0,140.0,188.0,94.0|0|JJ
01|4|2|awkward|7|7|41.047|42.922|922.0,281.0,359.0,422.0,344.0,156.0,235.0|0|JJ
01|4|2|but|3|3|43.797|44.203|813.0,156.0,141.0|0|CC
01|4|2|now|3|3|44.359|44.765|125.0,110.0,187.0|0|RB
01|4|2|that|4|4|44.89|45.328|125.0,79.0,140.0,141.0|0|IN
01|4|2|im|2|2|45.953|46.344|141.0,234.0|0|NN
01|4|2|older|5|5|47.203|48.125|719.0,203.0,281.0,203.0,94.0|0|JJR
01|4|2|i|1|1|50.015|50.156|1812.0|0|FW
01|4|2|dont|4|4|50.64|51.249|343.0,125.0,204.0,187.0|0|FW
01|4|2|let|3|5|51.562|52.859|234.0,547.0,203.0,312.0|1|VB
01|4|2|it|2|2|54.312|54.562|1297.0,157.0|0|PRP
01|4|2|bother|6|6|54.906|55.656|281.0,172.0,141.0,125.0,93.0,78.0|0|VB
01|4|2|me|2|2|55.922|56.172|188.0,140.0|0|PRP
01|4|2|so|2|2|56.375|56.609|141.0,109.0|0|RB
01|4|2|much|4|4|56.812|57.375|172.0,157.0,203.0,78.0|0|RB
01|4|2|.|1|1|57.515|57.625|265.0|0|.
01|4|2|I|1|1|57.937|58.109|47.0|0|PRP
01|4|2|like|4|4|59.125|59.672|797.0,140.0,172.0,125.0|0|VBP
01|4|2|to|2|2|59.906|60.203|156.0,156.0|0|TO
01|4|2|visit|5|5|60.969|61.578|688.0,109.0,125.0,141.0,140.0|0|VB
01|4|2|him|3|3|61.765|62.219|156.0,110.0,203.0|0|PRP
01|4|2|beacuse|7|7|64.562|65.672|562.0,188.0,140.0,235.0,156.0,125.0,125.0|0|VB
01|4|2|it|2|2|71.281|71.562|5516.0,172.0|0|PRP
01|4|2|is|2|2|73.344|73.609|1672.0,156.0|0|VBZ
01|4|2|nice|4|4|73.875|74.984|219.0,312.0,438.0,234.0|0|JJ
01|4|2|to|2|2|75.078|75.344|78.0,109.0|0|TO
01|4|2|speak|5|5|75.844|76.625|516.0,218.0,141.0,141.0,187.0|0|VB
01|4|2|with|4|4|76.859|77.281|172.0,94.0,125.0,94.0|0|IN
01|4|2|him|3|3|77.5|77.875|203.0,62.0,188.0|0|PRP
01|4|2|since|5|5|78.797|79.562|891.0,125.0,203.0,140.0,188.0|0|IN
01|4|2|i|1|1|79.765|79.89|171.0|0|FW
01|4|2|dont|4|4|80.484|81.015|562.0,125.0,172.0,125.0|0|FW
01|4|2|get|3|3|81.328|81.765|281.0,203.0,109.0|0|VB
01|4|2|to|2|2|81.906|82.172|109.0,94.0|0|TO
01|4|2|very|4|4|82.687|83.203|547.0,157.0,93.0,157.0|0|RB
01|4|2|often|5|5|83.5|84.484|250.0,265.0,235.0,172.0,187.0|0|RB
01|4|2|.|1|1|84.64|84.719|281.0|0|.
01|4|2|He|2|2|85.39|85.672|109.0,204.0|0|PRP
01|4|2|seems|5|5|88.172|88.953|2469.0,203.0,156.0,125.0,188.0|0|VBZ
01|4|2|like|4|4|89.156|89.672|156.0,109.0,188.0,109.0|0|IN
01|4|2|he|2|2|89.812|90.078|109.0,125.0|0|PRP
01|4|2|would|5|5|90.453|91.609|188.0,47.0,109.0,219.0,687.0|0|MD
01|4|2|be|2|2|91.859|92.109|172.0,125.0|0|VB
01|4|2|a|1|1|92.265|92.39|109.0|0|DT
01|4|2|fun|3|3|93.172|93.578|766.0,93.0,141.0|0|NN
01|4|2|person|6|6|93.922|94.906|297.0,187.0,125.0,219.0,141.0,156.0|0|NN
01|4|2|if|2|2|95.031|95.265|109.0,109.0|0|IN
01|4|2|he|2|2|97.094|97.359|219.0,140.0|0|PRP
01|4|2|was|3|3|97.515|97.922|140.0,110.0,156.0|0|VBD
01|4|2|younger|7|7|98.703|99.672|750.0,125.0,78.0,219.0,156.0,125.0,109.0|0|JJR
01|4|2|and|3|3|99.765|100.094|109.0,110.0,94.0|0|CC
01|4|2|healther|8|8|101.812|103.172|1703.0,141.0,109.0,125.0,360.0,109.0,250.0,94.0|0|NN
01|4|2|but|3|3|106.14|106.64|218.0,188.0,187.0|0|CC
01|4|2|the|3|3|108.906|109.219|2250.0,109.0,63.0|0|DT
01|4|2|times|5|5|109.344|110.015|141.0,93.0,172.0,94.0,141.0|0|NNS
01|5|4|When|4|4|1.672|2.359|156.0,187.0,141.0,281.0|0|WRB
01|5|4|you|3|3|2.797|3.125|266.0,109.0,63.0|0|PRP
01|5|4|are|3|3|3.328|3.719|187.0,125.0,94.0|0|VBP
01|5|4|communicating|13|13|3.922|7.516|219.0,94.0,172.0,1515.0,297.0,172.0,172.0,250.0,219.0,125.0,109.0,234.0,125.0|0|VBG
01|5|4|with|4|4|7.688|8.156|110.0,109.0,125.0,125.0|0|IN
01|5|4|someone|7|7|8.313|9.688|125.0,109.0,156.0,375.0,328.0,125.0,172.0|0|NN
01|5|4|you|3|3|12.125|12.484|172.0,125.0,63.0|0|PRP
01|5|4|are|3|3|14.078|14.516|484.0,156.0,125.0|0|VBP
01|5|4|probably|8|8|17.797|19.063|3250.0,234.0,94.0,219.0,140.0,110.0,203.0,187.0|0|RB
01|5|4|explaining|10|10|20.672|22.219|1484.0,328.0,141.0,203.0,203.0,94.0,125.0,125.0,109.0,141.0|0|VBG
01|5|4|something|9|9|22.531|23.813|187.0,110.0,140.0,125.0,172.0,203.0,16.0,156.0,266.0|0|NN
01|5|4|to|2|2|24.125|24.406|172.0,125.0|0|TO
